"splt_lg","Freq"
"귀사",1
"그곳",1
"그다음",1
"그래프",1
"그리드",1
"그린",1
"극",1
"근거",1
"근력",1
"근로",1
"근면",1
"근무일",1
"근무지",1
"근시안",1
"글씨",1
"금",1
"금속",1
"금형",1
"기",1
"기계설",1
"기동",1
"기록부",1
"기상",1
"기수",1
"기술과",1
"기술사",1
"기술자",1
"기업관",1
"기운",1
"기울기",1
"기자",1
"기자재",1
"기적",1
"기정사실",1
"기준선",1
"기체",1
"기한",1
"기획부장",1
"기획서",1
"기후",1
"긴장감",1
"길일",1
"길지",1
"김태원",1
"까라",1
"꼭지",1
"꿀잼",1
"끝맺음",1
"끼니",1
"나머지",1
"나이",1
"나침반",1
"난",1
"난이도",1
"난제",1
"날다",1
"날씨",1
"남녀노소",1
"남이",1
"남자",1
"납땜",1
"내면",1
"내시",1
"내역서",1
"내외",1
"내장재",1
"내지",1
"냄비",1
"냄새",1
"냉매",1
"냉장고",1
"넓이",1
"네덜란드",1
"네이버",1
"네이처",1
"네티즌",1
"네팔",1
"노",1
"노광",1
"노드",1
"노잼",1
"녹스",1
"놀이",1
"높이",1
"뇌리",1
"누수",1
"눈보라",1
"닉네임",1
"다",1
"다각",1
"다국적",1
"다기능",1
"다남",1
"다량",1
"다름",1
"다리",1
"다방면",1
"다변",1
"다음번",1
"다중",1
"단과대",1
"단기간",1
"단말",1
"단열",1
"단체전",1
"단편",1
"단행본",1
"달라",1
"달리기",1
"담임",1
"답변",1
"당뇨병",1
"당위",1
"대기",1
"대내외",1
"대다수",1
"대등",1
"대로",1
"대리점",1
"대박",1
"대본",1
"대상물",1
"대세",1
"대역폭",1
"대우",1
"대의",1
"대지",1
"대처법",1
"대표부",1
"대학교수",1
"대학로",1
"대행",1
"대형마",1
"덕",1
"데드라인",1
"도급",1
"도넛",1
"도달",1
"도덕",1
"도매상",1
"도박",1
"도서관",1
"도안",1
"도어",1
"도입부",1
"도적",1
"도전자",1
"도출",1
"독거노인",1
"독려",1
"독서",1
"독서실",1
"독일",1
"독점",1
"독창",1
"독학",1
"독해",1
"돌다리",1
"돌발",1
"돌파구",1
"돗자리",1
"동력원",1
"동문",1
"동물",1
"동역학",1
"동의",1
"동일문",1
"동화",1
"되",1
"되새김",1
"두",1
"두각",1
"두부",1
"두산",1
"드라이기",1
"드로잉",1
"등록금",1
"등반",1
"디스크",1
"땅속",1
"라디오",1
"라이센스",1
"라이프",1
"라포",1
"랜덤",1
"램",1
"레고",1
"레귤레이터",1
"레드",1
"레스토랑",1
"레이",1
"렌탈",1
"로그인",1
"로우",1
"롯데",1
"롯데월드",1
"루",1
"루게릭",1
"루터",1
"륜",1
"리더쉽",1
"리듬",1
"리무진",1
"리서치",1
"리튬",1
"리허설",1
"링크",1
"마감",1
"마련",1
"마스터",1
"마이닝",1
"마이크",1
"마이크로프로세서",1
"마이티",1
"마주한",1
"마진",1
"마카오",1
"막",1
"만",1
"만감",1
"만병통치약",1
"만보계",1
"만성",1
"말레이시아",1
"맞벌이",1
"맡",1
"매니아",1
"매니지먼트",1
"매사",1
"매주",1
"맨",1
"머신",1
"먼지",1
"메",1
"메가",1
"메세지",1
"메신저",1
"메일",1
"메커니즘",1
"면담",1
"면도",1
"면목",1
"면세점",1
"명망",1
"명세",1
"명언",1
"명예",1
"명인",1
"명중",1
"모금",1
"모양",1
"모의고사",1
"모자",1
"모토",1
"목적지",1
"목포",1
"무궁무진",1
"무급",1
"무료",1
"무릎",1
"무리",1
"무산",1
"무역전",1
"무채색",1
"문과",1
"문명",1
"문외한",1
"문자",1
"물동량",1
"물량",1
"뭐",1
"미덕",1
"미술",1
"미스",1
"미안",1
"미용실",1
"미지",1
"미팅",1
"밀",1
"밀고",1
"밀도",1
"밑바탕",1
"바닥재",1
"박막",1
"박차",1
"반발심",1
"반석",1
"반전",1
"반품",1
"반항",1
"받아쓰기",1
"발견",1
"발급",1
"발명",1
"발자취",1
"발전기",1
"밝기",1
"방이",1
"방진",1
"방책",1
"방침",1
"방편",1
"방해",1
"배경",1
"배기가스",1
"배부",1
"배양",1
"배역",1
"배우자",1
"배향",1
"백색",1
"백신",1
"백전",1
"백화점",1
"버그",1
"버그만",1
"버전",1
"버크셔",1
"버핏",1
"번이",1
"벌이",1
"범용",1
"법인",1
"법학",1
"베어링",1
"벡터",1
"벤더",1
"벤처",1
"벤치",1
"벤터",1
"벨트",1
"벽",1
"변리사",1
"변신",1
"변혁",1
"병원",1
"보고자",1
"보고타",1
"보드",1
"보모",1
"보물",1
"보수",1
"보쉬",1
"보인",1
"보일",1
"보장",1
"보전",1
"보충",1
"보컬",1
"보통",1
"복",1
"복귀",1
"복싱",1
"복용",1
"복원",1
"복제",1
"본격화",1
"본대회",1
"본래",1
"본분",1
"볼트",1
"볼펜",1
"봉",1
"봉합",1
"부담감",1
"부동",1
"부르기",1
"부산",1
"부서원",1
"부속품",1
"부위",1
"부정",1
"부하",1
"부호",1
"북구",1
"북극곰",1
"분담",1
"분리",1
"분명",1
"분배",1
"분식",1
"분업",1
"분포",1
"불",1
"불가능",1
"불산",1
"불안",1
"불우",1
"붙임성",1
"뷔페",1
"뷰",1
"브로셔",1
"블로그",1
"블루스",1
"비난",1
"비명",1
"비서",1
"비선",1
"비율",1
"비지니스",1
"비품",1
"빈곤",1
"빈도",1
"빈손",1
"빌",1
"빙판",1
"뿌리",1
"사각지대",1
"사격",1
"사고방식",1
"사교",1
"사기",1
"사다리",1
"사드",1
"사롱",1
"사명",1
"사무소",1
"사안",1
"사업장",1
"사우디아라비아",1
"사의",1
"사이드",1
"사이사이",1
"사저",1
"삭제",1
"산출",1
"산학연",1
"살길",1
"삶이",1
"삼촌",1
"상권",1
"상법",1
"상상",1
"상식",1
"상실",1
"상처",1
"상품군",1
"상호",1
"새내기",1
"색감",1
"색깔",1
"색상",1
"생산기",1
"생산력",1
"생산업",1
"생산일",1
"생선",1
"생성",1
"생애",1
"생존",1
"생활비",1
"샤프트",1
"서",1
"서기",1
"서류",1
"서문",1
"서비스업",1
"서울외곽순환도로",1
"석사",1
"석탄",1
"선견지명",1
"선명",1
"선재",1
"선진",1
"선출",1
"선풍기",1
"선후배",1
"설",1
"설계과",1
"설득력",1
"설립",1
"설명회",1
"설문지",1
"설치",1
"설치비",1
"섬유",1
"섭씨",1
"성과물",1
"성분",1
"성숙",1
"성시",1
"성인",1
"성장세",1
"성향",1
"성형",1
"성황",1
"세계인",1
"세무서",1
"세월",1
"세트",1
"세팅",1
"세포",1
"셀",1
"셀링",1
"소",1
"소개",1
"소극적",1
"소낙비",1
"소량",1
"소방차",1
"소속",1
"소속감",1
"소수",1
"소요",1
"소프트",1
"소홀",1
"속담",1
"손님",1
"손자병법",1
"손전등",1
"손질",1
"손짓",1
"솔로",1
"솔선수범",1
"쇼",1
"쇼트",1
"숍",1
"수고비",1
"수금",1
"수급",1
"수련회",1
"수립",1
"수변",1
"수부",1
"수석",1
"수성",1
"수성구",1
"수신기",1
"수신호",1
"수요량",1
"수조",1
"수주",1
"수출",1
"수평",1
"수학",1
"숙련",1
"숙명",1
"숙박",1
"숙제",1
"순발력",1
"순식간",1
"순위",1
"숨",1
"숫기",1
"스크립트",1
"스토리지",1
"스톤",1
"스트레스",1
"스트립",1
"스티브",1
"스페셜리스트",1
"스포츠",1
"스폰서십",1
"스폰지",1
"슬로건",1
"승",1
"승강장",1
"승리자",1
"승인",1
"승차권",1
"승패",1
"시간대",1
"시간표",1
"시계열",1
"시너",1
"시바",1
"시상식",1
"시시각각",1
"시안",1
"시연회",1
"시제품",1
"시중",1
"시표",1
"시합",1
"시행",1
"시험공부",1
"식단",1
"식도",1
"식사량",1
"식스",1
"식재",1
"식품",1
"신경질",1
"신도림",1
"신뢰감",1
"신분",1
"신성",1
"신속",1
"신이",1
"신조",1
"신청자",1
"신학기",1
"신화",1
"실기",1
"실리콘",1
"실망",1
"실망감",1
"실무자",1
"실외",1
"실용신안",1
"실의",1
"실장",1
"실정",1
"실측",1
"심박수",1
"싹",1
"쓰임새",1
"아시아",1
"아웃",1
"아이템",1
"아키오",1
"아키텍처",1
"아토피",1
"아파치",1
"악기",1
"악성",1
"악세사리",1
"악순환",1
"악조건",1
"안개",1
"안건",1
"안목",1
"안심",1
"안착",1
"암호",1
"압박",1
"압축기",1
"앞날",1
"앞줄",1
"애견",1
"애드리브",1
"애로",1
"애사심",1
"애정",1
"애착",1
"액",1
"액셀",1
"액션",1
"액자",1
"액체",1
"앤드",1
"약이",1
"약품",1
"양도",1
"양의",1
"양측",1
"양판점",1
"어깨",1
"어린이",1
"어학",1
"어학연수",1
"어휘",1
"얼음",1
"업그레이드",1
"에반게리온",1
"에스테",1
"에어백",1
"에이스",1
"에피소드",1
"엑스트라",1
"엔시",1
"엔지니어링",1
"여야",1
"여유란",1
"여자",1
"여타",1
"역",1
"역기",1
"역전승",1
"역지사지",1
"연",1
"연관",1
"연극사",1
"연기",1
"연령대",1
"연산",1
"연예인",1
"열등",1
"열망",1
"열쇠",1
"열역학",1
"열의",1
"열풍",1
"열흘",1
"염두",1
"영감",1
"영국",1
"영수증",1
"영업점",1
"영웅",1
"영하",1
"영화배우",1
"영훈",1
"옆",1
"예방",1
"예배",1
"예산안",1
"예상하",1
"예술전",1
"예약",1
"예의",1
"예전",1
"예제",1
"오기",1
"오염",1
"오작동",1
"오전",1
"오케스트라",1
"오해",1
"오후",1
"오휘",1
"옥외",1
"온수",1
"온실",1
"온종일",1
"옷",1
"와이",1
"와일드",1
"와중",1
"완구",1
"완료",1
"완판",1
"왕",1
"왕따",1
"왜인",1
"외국",1
"외길",1
"외동딸",1
"요원",1
"욕구",1
"용",1
"용도",1
"용산전자상가",1
"용자",1
"우노",1
"우등",1
"우물",1
"우산",1
"우수생",1
"우수작",1
"우승",1
"우정",1
"우즈베키스탄",1
"운반",1
"운영비",1
"운영자",1
"움직임",1
"웃음",1
"워",1
"워렌",1
"워킹",1
"웍스",1
"원생",1
"원서",1
"원어민",1
"원유",1
"원장",1
"원천",1
"월드",1
"웨이퍼",1
"웹진",1
"위험",1
"위협",1
"유가",1
"유네스코",1
"유년",1
"유니버시티",1
"유도기",1
"유리",1
"유머",1
"유무",1
"유비쿼터스",1
"유소년",1
"유수",1
"유연성",1
"유일",1
"유저",1
"유출",1
"유치원",1
"유통업",1
"유한",1
"윤리",1
"융통",1
"은행",1
"음계",1
"음료수",1
"음향",1
"응시",1
"응집력",1
"의공학",1
"의도",1
"의뢰",1
"의무감",1
"의식주",1
"의약품",1
"의용",1
"의원",1
"의정서",1
"의족",1
"의학",1
"이과",1
"이기",1
"이날",1
"이득",1
"이력",1
"이물질",1
"이색",1
"이수한",1
"이식",1
"이용법",1
"이웃",1
"이자",1
"이제",1
"이집트",1
"이해관계자",1
"인기상",1
"인내",1
"인내심",1
"인맥",1
"인원수",1
"인텔",1
"일거양득",1
"일기",1
"일도",1
"일사량",1
"일상생활",1
"일손",1
"일인자",1
"일차",1
"일체",1
"일치",1
"일터",1
"임상",1
"입",1
"입력",1
"입맛",1
"입문",1
"입주",1
"입출",1
"자가",1
"자가운전",1
"자극",1
"자녀",1
"자리매김",1
"자립심",1
"자만",1
"자만심",1
"자아",1
"자양분",1
"자연어",1
"자연환경",1
"자작곡",1
"자존심",1
"자진",1
"자취방",1
"자투리",1
"자형",1
"자회사",1
"작사",1
"작업왕",1
"작업장",1
"잔고",1
"잘못",1
"잠재",1
"잡",1
"잡스",1
"장거리",1
"장남",1
"장님",1
"장부",1
"장사",1
"장사꾼",1
"장소",1
"장신구",1
"장애",1
"장의",1
"재고품",1
"재단",1
"재료비",1
"재무과",1
"재정",1
"재직",1
"재치",1
"재화",1
"저감",1
"저널",1
"저분",1
"저소득",1
"저조",1
"적립",1
"적부",1
"적용력",1
"적자",1
"적재적소",1
"적정량",1
"전극",1
"전기공학과",1
"전동기",1
"전등사",1
"전력량",1
"전류",1
"전문대",1
"전문점",1
"전문화",1
"전방",1
"전보",1
"전북",1
"전산원",1
"전산학",1
"전설",1
"전압",1
"전액",1
"전용",1
"전율",1
"전자기",1
"전쟁",1
"전조등",1
"전패",1
"절망",1
"절반",1
"절차",1
"점도",1
"접두사",1
"접점",1
"접촉",1
"접합",1
"정돈",1
"정리",1
"정반대",1
"정부",1
"정비",1
"정서",1
"정성",1
"정시",1
"정의",1
"정장",1
"정정",1
"정치",1
"정치색",1
"정합",1
"정해준",1
"정형",1
"정화기",1
"정확도",1
"정훈",1
"제거",1
"제고",1
"제반",1
"제약사",1
"제약업",1
"제어기",1
"제작자",1
"제조사",1
"제주도",1
"제지",1
"제철소",1
"조건이",1
"조기",1
"조명",1
"조성",1
"조합",1
"조형",1
"족",1
"족보",1
"존재감",1
"졸음",1
"좀비",1
"종교",1
"종로",1
"종합반",1
"좌절",1
"주거비",1
"주관",1
"주관하",1
"주도권",1
"주류",1
"주역",1
"주장",1
"주재원",1
"주점",1
"주주",1
"주차장",1
"주최",1
"주축",1
"주춧돌",1
"준공",1
"줄기",1
"줄넘기",1
"중간고사",1
"중개자",1
"중견",1
"중공업",1
"중남미",1
"중동",1
"중력",1
"중반",1
"중복",1
"중소기업청",1
"중요시",1
"중저가",1
"중학생",1
"증권",1
"증폭기",1
"지",1
"지각",1
"지구",1
"지난날",1
"지배",1
"지역구",1
"지적",1
"지정",1
"지체",1
"지침",1
"지피지기",1
"지하",1
"지하수",1
"지향",1
"지혜",1
"지휘하",1
"직면",1
"직장",1
"직종",1
"직후",1
"진가",1
"진단",1
"진동수",1
"진열",1
"진짜",1
"진화",1
"질환",1
"집어",1
"집지",1
"집합체",1
"집행",1
"징검다리",1
"찌개",1
"차선",1
"차액",1
"착오",1
"창문",1
"창업자",1
"창작",1
"채택",1
"책상",1
"책임자",1
"처",1
"처방",1
"처지",1
"척도",1
"천진",1
"천호식품",1
"철강",1
"첫손",1
"청년",1
"청소기",1
"청중",1
"청천벽력",1
"체",1
"체중계",1
"체크",1
"초과",1
"초년",1
"초반부",1
"초심",1
"초안",1
"촉매제",1
"총",1
"총기",1
"총책임자",1
"총학생회장",1
"최",1
"최단",1
"최대한",1
"최상",1
"최선인",1
"추",1
"추구",1
"추리",1
"추억",1
"추진",1
"축구팀",1
"축복",1
"출력",1
"출신",1
"출연",1
"충고",1
"취지",1
"취직",1
"측정기",1
"치료",1
"치료제",1
"치명",1
"치열",1
"친숙",1
"친화",1
"칠성",1
"침체",1
"카탈로그",1
"카투사",1
"카피",1
"캡",1
"커리큘럼",1
"커브",1
"컨설턴트",1
"컨텍스트",1
"컨티넨탈",1
"컬러",1
"컬렉션",1
"케이스",1
"코멘트",1
"코어",1
"코엑스",1
"콘셉트",1
"콘크리트",1
"콜라",1
"콜롬비아",1
"콤플렉스",1
"크로스",1
"크롤",1
"크리틱",1
"크린",1
"클레임",1
"클릭",1
"킥",1
"타격",1
"타당",1
"타사",1
"타설",1
"타워",1
"타의",1
"타이틀",1
"탈골",1
"탑",1
"탑승자",1
"탑재",1
"탓",1
"태블릿",1
"택배",1
"택시",1
"탱크",1
"터치",1
"테스",1
"테스터",1
"텍스",1
"텔레",1
"톈진",1
"토끼",1
"토론식",1
"토양",1
"토익",1
"토큰",1
"토폴로지",1
"통계청",1
"통관",1
"통상",1
"통역",1
"통화",1
"퇴사",1
"튜닝",1
"트래픽",1
"트레이너",1
"트레인",1
"트리",1
"특",1
"특권",1
"특근",1
"특별",1
"특유",1
"특이",1
"특전",1
"틱",1
"팀플레이",1
"파라미터",1
"파워",1
"파이프라인",1
"판",1
"판도",1
"판매상",1
"판매원",1
"판매자",1
"판별",1
"판정",1
"판촉물",1
"패션",1
"패스",1
"팩토리",1
"팬",1
"팸플릿",1
"퍼",1
"퍼스널",1
"퍼즐",1
"펄",1
"페달",1
"페스티벌",1
"페이스북",1
"페인트",1
"편광",1
"편리",1
"편성",1
"편의점",1
"편지",1
"편집장",1
"평생",1
"평택",1
"평화",1
"포기",1
"포장",1
"포장재",1
"포항",1
"포화",1
"폭설",1
"폭풍",1
"표의",1
"품목",1
"풍요",1
"프레젠테이션",1
"프로모션",1
"프리랜서",1
"프린터",1
"플래너",1
"플래시",1
"피트니스",1
"필기시험",1
"필두",1
"필드",1
"필터링",1
"핑계",1
"하계",1
"하다라",1
"하위",1
"하이",1
"하이브리드",1
"하중",1
"하차",1
"학내",1
"학사",1
"학생회",1
"학습반",1
"학우",1
"학위",1
"한걸음",1
"한국어",1
"한나절",1
"한라산",1
"한사람",1
"한양대",1
"한자",1
"한잔",1
"한주",1
"한지",1
"할인",1
"합",1
"합성",1
"합의",1
"합의점",1
"합주",1
"항암",1
"해결력",1
"해결사",1
"해달",1
"해답",1
"해서웨이",1
"해석력",1
"핸들링",1
"행동력",1
"행사인",1
"행운",1
"행정병",1
"향수",1
"허울",1
"헤드라이트",1
"헤어",1
"현관문",1
"현대인",1
"현시대",1
"현직",1
"혈압계",1
"협동",1
"협동심",1
"협연",1
"형광",1
"형상",1
"형성",1
"호감",1
"호주",1
"호칭",1
"호평",1
"호프",1
"호흡",1
"호흡기",1
"혼합",1
"홈페이지",1
"홍",1
"홍보물",1
"화",1
"화석",1
"화성",1
"화성악",1
"화장",1
"화주",1
"화학제품",1
"화형식",1
"확장",1
"확정",1
"환기",1
"환불",1
"활",1
"활로",1
"황의",1
"회피",1
"효",1
"후반부",1
"후보자",1
"후부",1
"후속",1
"후손",1
"후원금",1
"후인",1
"후처리",1
"후회",1
"훈",1
"훈련일",1
"휴게실",1
"휴머노이드",1
"휴지",1
"휴학",1
"흑자",1
"흠",1
"흡수",1
"흡연자",1
"히말라야",1
"히트",1
"힐링",1
